ticker,company name,short name,industry,sector,name change effective date
CSTR,CapStar Financial Holdings Inc.,CapStar Financial,Banks,Financial Services,
CSU,Capital Senior Living Corporation,Capital Senior Living,Health Care Providers,Healthcare,
CSV,Carriage Services Inc.,Carriage Services,Personal Services,Consumer Cyclical,
CSWC,Capital Southwest Corporation,Capital Southwest,Asset Management,Financial Services,
CSWI,CSW Industrials Inc.,CSW Industrials,Industrial Products,Industrials,
CSX,CSX Corporation,CSX,Transportation & Logistics,Industrials,
CTAC,ChaSerg Technology Acquisition Corp.,ChaSerg Technology Acquisition,Conglomerates,Industrials,
CTAS,Cintas Corporation,Cintas,Business Services,Industrials,
CTB,Cooper Tire & Rubber Company,Cooper Tire & Rubber Company,Autos,Consumer Cyclical,
CTBI,Community Trust Bancorp Inc.,Community Trust Bancorp,Banks,Financial Services,
CTEK,CynergisTek Inc.,CynergisTek,Business Services,Industrials,
CTG,Computer Task Group Incorporated,Computer Task Incorporated,Application Software,Technology,
CTHR,Charles & Colvard Ltd.,Charles & Colvard,Retail - Apparel & Specialty,Consumer Cyclical,
CTIB,CTI Industries Corporation,CTI Industries,Autos,Consumer Cyclical,
CTIC,CTI BioPharma Corp.,CTI BioPharma,Biotechnology,Healthcare,
CTK,CooTek (Cayman) Inc. American Depositary Shares each representing 50 Class A,CooTek (Cayman) American Depositary Shares each representing 50,Application Software,Technology,
CTL,CenturyLink Inc.,CenturyLink,Communication Services,Communication Services,
CTLT,Catalent Inc.,Catalent,Drug Manufacturers,Healthcare,
CTMX,CytomX Therapeutics Inc.,CytomX Therapeutics,Biotechnology,Healthcare,
CTO,Consolidated-Tomoka Land Co.,Consolidated-Tomoka Land Co.,Real Estate Services,Real Estate,
CTR,ClearBridge MLP and Midstream Total Return Fund Inc.,ClearBridge MLP and Midstream Total Return Fund,Asset Management,Financial Services,
CTRA,Contura Energy Inc.,Contura Energy,Coal,Basic Materials,
CTRC,Centric Brands Inc.,Centric Brands,Manufacturing - Apparel & Furniture,Consumer Cyclical,
CTRE,CareTrust REIT Inc.,CareTrust REIT,REITs,Real Estate,
CTRL,Control4 Corporation,Control4,Computer Hardware,Technology,
CTRN,Citi Trends Inc.,Citi Trends,Retail - Apparel & Specialty,Consumer Cyclical,
CTRP,Ctrip.com International Ltd.,Ctrip.com International,Travel & Leisure,Consumer Cyclical,
CTRV,ContraVir Pharmaceuticals Inc.,ContraVir Pharmaceuticals,Biotechnology,Healthcare,
CTS,CTS Corporation,CTS,Computer Hardware,Technology,
CTSH,Cognizant Technology Solutions Corporation,Cognizant Technology Solutions,Application Software,Technology,
CTSO,CytoSorbents Corporation,CytoSorbents,Medical Diagnostics & Research,Healthcare,
CTT,CatchMark Timber Trust Inc. Class A,CatchMark Timber Trust,REITs,Real Estate,
CTWS,Connecticut Water Service Inc.,Connecticut Water Service,Utilities - Regulated,Utilities,
CTXR,Citius Pharmaceuticals Inc.,Citius Pharmaceuticals,Biotechnology,Healthcare,
CTXS,Citrix Systems Inc.,Citrix Systems,Application Software,Technology,
CUB,Cubic Corporation,Cubic,Aerospace & Defense,Industrials,
CUBA,The Herzfeld Caribbean Basin Fund Inc.,The Herzfeld Caribbean Basin Fund,Asset Management,Financial Services,
CUBE,CubeSmart,CubeSmart,REITs,Real Estate,
CUBI,Customers Bancorp Inc,Customers Bancorp,Banks,Financial Services,
CUE,Cue Biopharma Inc.,Cue Biopharma,Biotechnology,Healthcare,
CUI,CUI Global Inc.,CUI Global,Computer Hardware,Technology,
CUK,Carnival Plc ADS ADS,Carnival Plc ADS ADS,Travel & Leisure,Consumer Cyclical,
CULP,Culp Inc.,Culp,Homebuilding & Construction,Consumer Cyclical,
CUO,Continental Materials Corporation,Continental Materials,Industrial Products,Industrials,
CUR,Neuralstem Inc.,Neuralstem,Biotechnology,Healthcare,
CURE,Direxion Daily Healthcare Bull 3X Shares,Direxion Daily Healthcare Bull 3X Shares,,,
CURO,CURO Group Holdings Corp.,CURO,Credit Services,Financial Services,
CUT,Invesco MSCI Global Timber,Invesco MSCI Global Timber,,,
CUTR,Cutera Inc.,Cutera,Medical Devices,Healthcare,
CUZ,Cousins Properties Incorporated,Cousins Properties Incorporated,REITs,Real Estate,
CVA,Covanta Holding Corporation,Covanta Holding,Waste Management,Industrials,
CVBF,CVB Financial Corporation,CVB Financial,Banks,Financial Services,
CVCO,Cavco Industries Inc.,Cavco Industries,Homebuilding & Construction,Consumer Cyclical,
CVCY,Central Valley Community Bancorp,Central Valley Community Bancorp,Banks,Financial Services,
CVE,Cenovus Energy Inc,Cenovus Energy,Oil & Gas - Integrated,Energy,
CVEO,Civeo Corporation (Canada),Civeo (Canada),Business Services,Industrials,
CVGI,Commercial Vehicle Group Inc.,Commercial Vehicle,Autos,Consumer Cyclical,
CVGW,Calavo Growers Inc.,Calavo Growers,Consumer Packaged Goods,Consumer Defensive,
CVI,CVR Energy Inc.,CVR Energy,Oil & Gas - Refining & Marketing,Energy,
CVIA,Covia Holdings Corporation,Covia,Metals & Mining,Basic Materials,
CVLT,Commvault Systems Inc.,Commvault Systems,Application Software,Technology,
CVLY,Codorus Valley Bancorp Inc,Codorus Valley Bancorp,Banks,Financial Services,
CVM,Cel-Sci Corporation ($0.001 Par Value),Cel-Sci ($0.001 Par Value),Biotechnology,Healthcare,
CVNA,Carvana Co. Class A,Carvana Co.,Retail - Apparel & Specialty,Consumer Cyclical,
CVR,Chicago Rivet & Machine Co.,Chicago Rivet & Machine Co.,Industrial Products,Industrials,
CVRS,Corindus Vascular Robotics Inc. (DE),Corindus Vascular Robotics (DE),Medical Devices,Healthcare,
CVS,CVS Health Corporation,CVS Health,Health Care Plans,Healthcare,
CVTI,Covenant Transportation Group Inc.,Covenant Transportation,Transportation & Logistics,Industrials,
CVU,CPI Aerostructures Inc.,CPI Aerostructures,Aerospace & Defense,Industrials,
CVV,CVD Equipment Corporation,CVD Equipment,Industrial Products,Industrials,
CVX,Chevron Corporation,Chevron,Oil & Gas - Integrated,Energy,
CVY,Invesco Zacks Multi-Asset Income,Invesco Zacks Multi-Asset Income,,,
CW,Curtiss-Wright Corporation,Curtiss-Wright,Industrial Products,Industrials,
CWB,SPDR Bloomberg Barclays Convertible Securities,SPDR Bloomberg Barclays Convertible Securities,,,
CWBC,Community West Bancshares,Community West Bancshares,Banks,Financial Services,
CWBR,CohBar Inc.,CohBar,Biotechnology,Healthcare,
CWCO,Consolidated Water Co. Ltd.,Consolidated Water Co.,Utilities - Regulated,Utilities,
CWEN,Clearway Energy Inc. Class C,Clearway Energy C,Utilities - Regulated,Utilities,
CWEN.A,Clearway Energy Inc. Class A,Clearway Energy,Utilities - Regulated,Utilities,
CWH,Camping World Holdings Inc. Class A Commom Stock,Camping World Commom Stock,Autos,Consumer Cyclical,
CWI,SPDR MSCI ACWI ex-US,SPDR MSCI ACWI ex-US,,,
CWK,Cushman & Wakefield plc,Cushman & Wakefield plc,Real Estate Services,Real Estate,
CWST,Casella Waste Systems Inc.,Casella Waste Systems,Waste Management,Industrials,
CWT,California Water Service Group,California Water Service,Utilities - Regulated,Utilities,
CX,Cemex S.A.B. de C.V. Sponsored ADR,Cemex S.A.B. de C.V. Sponsored,Building Materials,Basic Materials,
CXDC,China XD Plastics Company Limited,China XD Plastics Company Limited,Autos,Consumer Cyclical,
CXE,MFS High Income Municipal Trust,MFS High Income Municipal Trust,Asset Management,Financial Services,
CXH,MFS Investment Grade Municipal Trust,MFS Investment Grade Municipal Trust,Asset Management,Financial Services,
CXO,Concho Resources Inc.,Concho Resources,Oil & Gas - E&P,Energy,
CXP,Columbia Property Trust Inc.,Columbia Property Trust,REITs,Real Estate,
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,WisdomTree China ex-State-Owned Enterprises Fund,,,
CXW,CoreCivic Inc.,CoreCivic,REITs,Real Estate,
CY,Cypress Semiconductor Corporation,Cypress Semiconductor,Semiconductors,Technology,
CYAD,Celyad SA,Celyad SA,Biotechnology,Healthcare,
CYAN,Cyanotech Corporation,Cyanotech,Consumer Packaged Goods,Consumer Defensive,
CYB,WisdomTree Chinese Yuan Strategy Fund,WisdomTree Chinese Yuan Strategy Fund,,,
CYBE,CyberOptics Corporation,CyberOptics,Computer Hardware,Technology,
CYBR,CyberArk Software Ltd.,CyberArk Software,Application Software,Technology,
CYCC,Cyclacel Pharmaceuticals Inc.,Cyclacel Pharmaceuticals,Biotechnology,Healthcare,
CYD,China Yuchai International Limited,China Yuchai International Limited,Industrial Products,Industrials,
CYH,Community Health Systems Inc.,Community Health Systems,Health Care Providers,Healthcare,
CYOU,Changyou.com Limited,Changyou.com Limited,Application Software,Technology,
CYRN,CYREN Ltd.,CYREN,Application Software,Technology,
CYRX,CryoPort Inc.,CryoPort,Packaging & Containers,Consumer Cyclical,
CYTK,Cytokinetics Incorporated,Cytokinetics Incorporated,Biotechnology,Healthcare,
CYTR,CytRx Corporation,CytRx,Biotechnology,Healthcare,
CYTX,Cytori Therapeutics Inc.,Cytori Therapeutics,Biotechnology,Healthcare,
CZA,Invesco Zacks Mid-Cap,Invesco Zacks Mid-Cap,,,
CZFC,Citizens First Corporation,Citizens First,Banks,Financial Services,
CZNC,Citizens & Northern Corp,Citizens & Northern,Banks,Financial Services,
CZR,Caesars Entertainment Corporation,Caesars Entertainment,Travel & Leisure,Consumer Cyclical,
CZWI,Citizens Community Bancorp Inc.,Citizens Community Bancorp,Banks,Financial Services,
CZZ,Cosan Limited Class A,Cosan Limited,Utilities - Regulated,Utilities,
D,Dominion Energy Inc.,Dominion Energy,Utilities - Regulated,Utilities,
DAC,Danaos Corporation,Danaos,Transportation & Logistics,Industrials,
DAG,DB Agriculture Double Long ETN due April 1 2038,DB Agriculture Double Long ETN due April 1 2038,,,
DAIO,Data I/O Corporation,Data I/O,Computer Hardware,Technology,
DAKT,Daktronics Inc.,Daktronics,Computer Hardware,Technology,
DAL,Delta Air Lines Inc.,Delta Air Lines,Airlines,Industrials,
DAN,Dana Incorporated,Dana Incorporated,Autos,Consumer Cyclical,
DAR,Darling Ingredients Inc.,Darling Ingredients,Waste Management,Industrials,
DARE,Dare Bioscience Inc.,Dare Bioscience,Biotechnology,Healthcare,
DATA,Tableau Software Inc. Class A,Tableau Software,Application Software,Technology,
DAVA,Endava plc American Depositary Shares (each representing one Class A),Endava plc American Depositary Shares (each representing one A),Application Software,Technology,
DAVE,Famous Dave's of America Inc.,Famous Dave's of America,Restaurants,Consumer Cyclical,
DB,Deutsche Bank AG,Deutsche Bank AG,Banks,Financial Services,
DBA,Invesco DB Agriculture Fund,Invesco DB Agriculture Fund,,,
DBB,Invesco DB Base Metals Fund,Invesco DB Base Metals Fund,,,
DBC,Invesco DB Commodity Index Tracking Fund,Invesco DB Commodity Index Tracking Fund,,,
DBD,Diebold Nixdorf Incorporated,Diebold Nixdorf Incorporated,Application Software,Technology,
DBE,Invesco DB Energy Fund,Invesco DB Energy Fund,,,
DBEF,Xtrackers MSCI EAFE Hedged Equity,Xtrackers MSCI EAFE Hedged Equity,,,
DBEM,Xtrackers MSCI Emerging Markets Hedged Equity,Xtrackers MSCI Emerging Markets Hedged Equity,,,
DBGR,Xtrackers MSCI Germany Hedged Equity,Xtrackers MSCI Germany Hedged Equity,,,
DBL,DoubleLine Opportunistic Credit Fund of Beneficial Interest,DoubleLine Opportunistic Credit Fund of Beneficial Interest,Asset Management,Financial Services,
DBLV,AdvisorShares DoubleLine Value Equity,AdvisorShares DoubleLine Value Equity,,,
DBO,Invesco DB Oil Fund,Invesco DB Oil Fund,,,
DBP,Invesco DB Precious Metals Fund,Invesco DB Precious Metals Fund,,,
DBS,Invesco DB Silver Fund,Invesco DB Silver Fund,,,
DBV,Invesco DB G10 Currency Harvest Fund,Invesco DB G10 Currency Harvest Fund,,,
DBVT,DBV Technologies S.A.,DBV S.A.,Biotechnology,Healthcare,
DBX,Dropbox Inc,Dropbox,Application Software,Technology,
DCAR,DropCar Inc.,DropCar,Application Software,Technology,
DCF,Dreyfus Alcentra Global Credit Income 2024 Target Term Fund Inc.,Dreyfus Alcentra Global Credit Income 2024 Target Term Fund,Asset Management,Financial Services,
DCI,Donaldson Company Inc.,Donaldson Company,Industrial Products,Industrials,
DCIX,Diana Containerships Inc.,Diana Containerships,Transportation & Logistics,Industrials,
DCO,Ducommun Incorporated,Ducommun Incorporated,Aerospace & Defense,Industrials,
DCOM,Dime Community Bancshares Inc.,Dime Community Bancshares,Banks,Financial Services,
DCP,DCP Midstream LP,DCP Midstream,Oil & Gas - Midstream,Energy,
DCPH,Deciphera Pharmaceuticals Inc.,Deciphera Pharmaceuticals,Biotechnology,Healthcare,
DDD,3D Systems Corporation,3D Systems,Computer Hardware,Technology,
DDE,Dover Downs Gaming & Entertainment Inc,Dover Downs Gaming & Entertainment,Travel & Leisure,Consumer Cyclical,
DDF,Delaware Investments Dividend & Income Fund Inc.,Delaware Investments Dividend & Income Fund,Asset Management,Financial Services,
DDG,ProShares Short Oil & Gas,ProShares Short Oil & Gas,,,
DDM,ProShares Ultra Dow30,ProShares Ultra Dow30,,,
DDMX,DD3 Acquisition Corp.,DD3 Acquisition,Conglomerates,Industrials,
DDMXU,DD3 Acquisition Corp. Units,DD3 Acquisition Units,Conglomerates,Industrials,
DDP,DB Commodity Short ETN due April 1 2038,DB Commodity Short ETN due April 1 2038,,,
DDS,Dillard's Inc.,Dillard's,Retail - Apparel & Specialty,Consumer Cyclical,
DE,Deere & Company,Deere & Company,Farm & Construction Machinery,Industrials,
DEA,Easterly Government Properties Inc.,Easterly Government Properties,REITs,Real Estate,
DECK,Deckers Outdoor Corporation,Deckers Outdoor,Manufacturing - Apparel & Furniture,Consumer Cyclical,
DEF,Invesco Defensive Equity,Invesco Defensive Equity,,,
DEI,Douglas Emmett Inc.,Douglas Emmett,REITs,Real Estate,
DELL,Dell Technologies Inc. Class C,Dell C,Computer Hardware,Technology,
DELT,Delta Technology Holdings Limited,Delta Technology Limited,Chemicals,Basic Materials,
DEM,WisdomTree Emerging Markets High Dividend Fund,WisdomTree Emerging Markets High Dividend Fund,,,
DENN,Denny's Corporation,Denny's,Restaurants,Consumer Cyclical,
DEO,Diageo plc,Diageo plc,Beverages - Alcoholic,Consumer Defensive,
DERM,Dermira Inc.,Dermira,Biotechnology,Healthcare,
DES,WisdomTree U.S. SmallCap Dividend Fund,WisdomTree U.S. SmallCap Dividend Fund,,,
DESP,Despegar.com Corp.,Despegar.com,Travel & Leisure,Consumer Cyclical,
DEST,Destination Maternity Corporation,Destination Maternity,Retail - Apparel & Specialty,Consumer Cyclical,
DEW,WisdomTree Global High Dividend Fund,WisdomTree Global High Dividend Fund,,,
DEX,Delaware Enhanced Global Dividend of Beneficial Interest,Delaware Enhanced Global Dividend of Beneficial Interest,Asset Management,Financial Services,
DF,Dean Foods Company,Dean Foods Company,Consumer Packaged Goods,Consumer Defensive,
DFBH,DFB Healthcare Acquisitions Corp.,DFB Healthcare Acquisitions,Conglomerates,Industrials,
DFE,WisdomTree Europe SmallCap Dividend Fund,WisdomTree Europe SmallCap Dividend Fund,,,
DFFN,Diffusion Pharmaceuticals Inc.,Diffusion Pharmaceuticals,Biotechnology,Healthcare,
DFIN,Donnelley Financial Solutions Inc.,Donnelley Financial Solutions,Brokers & Exchanges,Financial Services,
DFJ,WisdomTree Japan SmallCap Fund,WisdomTree Japan SmallCap Fund,,,
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,Flaherty & Crumrine Dynamic Preferred and Income Fund,Asset Management,Financial Services,
DFRG,Del Frisco's Restaurant Group Inc.,Del Frisco's Restaurant,Restaurants,Consumer Cyclical,
DFS,Discover Financial Services,Discover Financial Services,Credit Services,Financial Services,
DFVL,iPath US Treasury 5 Year Bull ETN,iPath US Treasury 5 Year Bull ETN,,,
DFVS,iPath US Treasury 5-year Bear ETN,iPath US Treasury 5-year Bear ETN,,,
DG,Dollar General Corporation,Dollar General,Retail - Defensive,Consumer Defensive,
DGICA,Donegal Group Inc. Class A Common Stock,Donegal Common Stock,Insurance - Property & Casualty,Financial Services,
DGICB,Donegal Group Inc. Class B Common Stock,Donegal B Common Stock,Insurance - Property & Casualty,Financial Services,
DGII,Digi International Inc.,Digi International,Communication Equipment,Technology,
DGL,Invesco DB Gold Fund,Invesco DB Gold Fund,,,
DGLY,Digital Ally Inc.,Digital Ally,Consulting & Outsourcing,Industrials,
DGP,DB Gold Double Long ETN due February 15 2038,DB Gold Double Long ETN due February 15 2038,,,
DGS,WisdomTree Emerging Market SmallCap Fund,WisdomTree Emerging Market SmallCap Fund,,,
DGSE,DGSE Companies Inc.,DGSE Companies,Retail - Apparel & Specialty,Consumer Cyclical,
DGT,SPDR Global Dow ETF (based on The Global Dow),SPDR Global Dow ETF (based on The Global Dow),,,
DGX,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Medical Diagnostics & Research,Healthcare,
DGZ,DB Gold Short ETN due February 15 2038,DB Gold Short ETN due February 15 2038,,,
DHF,Dreyfus High Yield Strategies Fund,Dreyfus High Yield Strategies Fund,Asset Management,Financial Services,
DHI,D.R. Horton Inc.,D.R. Horton,Homebuilding & Construction,Consumer Cyclical,
DHIL,Diamond Hill Investment Group Inc.,Diamond Hill Investment,Asset Management,Financial Services,
DHR,Danaher Corporation,Danaher,Medical Diagnostics & Research,Healthcare,
DHS,WisdomTree U.S. High Dividend Fund,WisdomTree U.S. High Dividend Fund,,,
